month,year,sku_id,sku_name,category,subcategory,monthly_units_sold,avg_daily_sales,total_revenue,spike_percentage,spike_reason,event_type,inventory_impact,demand_trend,festival_effect,seasonal_effect,promotion_effect,weekend_effect,stockout_days,lost_sales_units,business_notes
March,2024,SKU0006,Wheat Flour Atta 5kg,Grocery,Atta,837,27.0,241893.0,-6.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0122,Pizza Base 200g,Bakery,Bakery,235,7.6,14570.0,-5.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0109,Chocolate Gift Box 500g,Snacks,Chocolates,457,14.7,209763.0,34.0,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Summer relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0215,Induction Stove 1800W,Electronics,Appliances,230,7.4,712770.0,6.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0190,Talcum Powder 400g,Personal Care,Skin Care,989,31.9,88021.0,6.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0223,Blanket Double,Lifestyle,Bedding,655,21.1,785345.0,11.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0180,Kumkum Powder 50g,Household,Religious,409,13.2,17178.0,1.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0247,Cheese Popcorn 100g,Snacks,Snacks,168,5.4,10416.0,-9.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0001,Ponni Rice 25kg,Grocery,Rice,712,23.0,1138488.0,4.4,Regular consumer demand,Normal Trading,Low stock impact - 59 units missed opportunity,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,59,Seasonal factor: No Summer relevance
March,2024,SKU0241,Coconut Biscuits 200g,Snacks,Biscuits,589,19.0,30628.0,5.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0248,Fruit Jam 500g,Grocery,Spreads,1100,35.5,152900.0,18.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0252,Fruit Cake 300g,Bakery,Bakery,472,15.2,79768.0,1.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,10% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0159,Agarbathi 100 sticks,Household,Religious,886,28.6,69994.0,5.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0005,Basmati Rice 5kg,Grocery,Rice,1467,47.3,1216143.0,57.7,Ramadan demand surge - Basmati,Festival - Ramadan,Adequate inventory maintained,Strong Increase,Ramadan,No Summer relevance,None,4% avg weekend uplift,0,0,Festival demand: Ramadan; Seasonal factor: No Summer relevance; Significant demand spike - review forecast
March,2024,SKU0217,Smart LED Strip Lights 5m,Electronics,Lighting,287,9.3,344113.0,2.9,Regular consumer demand,Normal Trading,Stockout for 2 days - lost 12 units,Stable,None,No Summer relevance,None,6% avg weekend uplift,2,12,Seasonal factor: No Summer relevance; Inventory issue: Stockout for 2 days - lost 12 units
March,2024,SKU0076,Flavored Milk 200ml,Dairy,Beverages,889,28.7,20447.0,-4.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0101,Lays Chips 50g,Snacks,Chips,789,25.5,14991.0,10.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0098,Lemon Juice 600ml,Beverages,Juices,705,22.7,43710.0,89.5,Summer demand - Juice,Seasonal - Summer,Adequate inventory maintained,Strong Increase,None,Summer demand - Juice,None,12% avg weekend uplift,0,0,Seasonal factor: Summer demand - Juice; Significant demand spike - review forecast
March,2024,SKU0015,Sunflower Oil 1L,Grocery,Oil,941,30.4,111979.0,12.4,Regular consumer demand,Normal Trading,Low stock impact - 58 units missed opportunity,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,58,Seasonal factor: No Summer relevance
March,2024,SKU0113,Kids Chocolate Pack,Snacks,Chocolates,742,23.9,273798.0,33.0,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Summer relevance,None,17% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0152,Jasmine Flowers 100g,Fruits & Vegetables,Flowers,227,7.3,14074.0,-8.5,Regular consumer demand,Normal Trading,Low stock impact - 23 units missed opportunity,Stable,None,No Summer relevance,None,9% avg weekend uplift,0,23,Seasonal factor: No Summer relevance
March,2024,SKU0043,Oats 1kg,Grocery,Breakfast,880,28.4,157520.0,1.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0219,Raincoat XL,Lifestyle,Rainwear,321,10.4,134499.0,3.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0003,Idly Rice 10kg,Grocery,Rice,828,26.7,992772.0,16.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0222,Pillow Cover Pair,Lifestyle,Bedding,1092,35.2,250068.0,17.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0144,Banana 1 dozen,Fruits & Vegetables,Fruits,1272,41.0,53424.0,0.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0249,Choco Spread 350g,Grocery,Spreads,224,7.2,60256.0,-9.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0055,Instant Noodles 12 Pack,Grocery,Instant Foods,495,16.0,68805.0,6.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0010,Toor Dal 1kg,Grocery,Pulses,756,24.4,135324.0,-6.2,Regular consumer demand,Normal Trading,Low stock impact - 18 units missed opportunity,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,18,Seasonal factor: No Summer relevance
March,2024,SKU0066,Paneer 200g,Dairy,Dairy,1004,32.4,79316.0,15.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0045,Peanut Butter 1kg,Grocery,Spreads,275,8.9,101475.0,10.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0171,Tissue Paper 200 pulls,Household,Household,640,20.6,39680.0,-10.2,Regular consumer demand,Normal Trading,Low stock impact - 20 units missed opportunity,Moderate Decline,None,No Summer relevance,None,3% avg weekend uplift,0,20,Seasonal factor: No Summer relevance
March,2024,SKU0169,Garbage Bags 30pcs,Household,Household,618,19.9,73542.0,10.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0189,Face Wash 100ml,Personal Care,Skin Care,877,28.3,121903.0,-5.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0277,Candle Pack 20pcs,Household,Religious,507,16.4,40053.0,-9.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0039,Ready Pongal Mix 500g,Grocery,Mixes,532,17.2,42028.0,14.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0041,Papad 200g,Grocery,Snacks,748,24.1,31416.0,-3.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0194,Sanitary Pads XL Pack,Personal Care,Feminine Care,508,16.4,70612.0,9.2,Regular consumer demand,Normal Trading,Low stock impact - 46 units missed opportunity,Stable,None,No Summer relevance,None,6% avg weekend uplift,0,46,Seasonal factor: No Summer relevance
March,2024,SKU0201,Notebook A4 200 pages,Stationery,Stationery,107,3.5,8453.0,-13.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Summer relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0280,Bluetooth Earbuds TWS,Electronics,Electronics,204,6.6,468996.0,-17.7,Regular consumer demand,Normal Trading,Low stock impact - 14 units missed opportunity,Moderate Decline,None,No Summer relevance,None,2% avg weekend uplift,0,14,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0030,Cardamom 50g,Grocery,Spices,842,27.2,226498.0,35.8,Ramadan demand surge - Cardamom,Festival - Ramadan,Stockout for 4 days - lost 95 units,Moderate Increase,Ramadan,No Summer relevance,None,4% avg weekend uplift,4,95,Festival demand: Ramadan; Seasonal factor: No Summer relevance; Inventory issue: Stockout for 4 days - lost 95 units
March,2024,SKU0038,Millet Mix 1kg,Grocery,Grains,96,3.1,13344.0,3.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0220,Travel Bag Medium,Lifestyle,Luggage,146,4.7,204254.0,-5.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0140,Potato 1kg,Fruits & Vegetables,Vegetables,1509,48.7,34707.0,10.6,Regular consumer demand,Normal Trading,Stockout for 4 days - lost 169 units,Stable,None,No Summer relevance,None,9% avg weekend uplift,4,169,Seasonal factor: No Summer relevance; Inventory issue: Stockout for 4 days - lost 169 units
March,2024,SKU0251,Herbal Tea 100g,Beverages,Tea,276,8.9,63204.0,11.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0257,Sweet Corn Soup 50g,Grocery,Instant Foods,503,16.2,21126.0,8.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0065,Butter 100g,Dairy,Dairy,640,20.6,56960.0,-1.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0285,Steel Plates Set 6pcs,Household,Kitchenware,90,2.9,55710.0,-3.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0155,Pineapple Per Piece,Fruits & Vegetables,Fruits,865,27.9,62280.0,-7.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0292,Fruit Basket Combo,Fruits & Vegetables,Fruits,420,13.5,175980.0,-3.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0265,Laundry Liquid 1L,Household,Laundry,820,26.5,187780.0,10.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0173,Room Freshener 240ml,Household,Air Freshener,182,5.9,28938.0,-2.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0151,Betel Leaves 1 Pack,Fruits & Vegetables,Leaves,661,21.3,27762.0,12.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0063,Fresh Milk 500ml,Dairy,Milk,970,31.3,25220.0,-8.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0240,Herbal Shampoo 400ml,Personal Care,Hair Care,470,15.2,107630.0,-5.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0224,Towels Bath Size,Lifestyle,Bedding,1011,32.6,332619.0,12.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0082,Tea Powder 1kg,Beverages,Tea,701,22.6,195579.0,13.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0158,Beetroot 1kg,Fruits & Vegetables,Vegetables,983,31.7,41286.0,22.0,Regular consumer demand,Weekend/Demand Surge,Adequate inventory maintained,Moderate Increase,None,No Summer relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0296,Puja Flowers Combo,Fruits & Vegetables,Flowers,700,22.6,188300.0,18.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0165,Floor Cleaner 1L,Household,Cleaning,570,18.4,96330.0,-3.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0118,Protein Chips 100g,Snacks,Health Snacks,169,5.5,23491.0,-9.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0136,Frozen Pizza 300g,Frozen Foods,Frozen Foods,165,5.3,27885.0,-11.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0283,Pressure Pan 3L,Household,Cookware,164,5.3,131036.0,5.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
March,2024,SKU0058,Tomato Ketchup 1kg,Grocery,Condiments,989,31.9,137471.0,6.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0267,Face Cream 200ml,Personal Care,Skin Care,473,15.3,108317.0,1.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0061,Fresh Milk 1L,Dairy,Milk,1050,33.9,54600.0,12.9,Regular consumer demand,Normal Trading,Low stock impact - 47 units missed opportunity,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,47,Seasonal factor: No Summer relevance
March,2024,SKU0080,Chocolate Milk 180ml,Dairy,Beverages,538,17.4,22596.0,-3.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0207,LED Bulb 9W,Electronics,Lighting,953,30.7,132467.0,6.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
March,2024,SKU0195,Baby Diapers 42pcs,Personal Care,Baby Care,740,23.9,591260.0,-4.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0264,Air Freshener Spray 300ml,Household,Air Freshener,132,4.4,20988.0,10.0,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
April,2024,SKU0176,Water Bottle 1L,Household,Kitchenware,827,27.6,189383.0,6.0,Regular consumer demand,Normal Trading,Low stock impact - 64 units missed opportunity,Stable,None,No Summer relevance,None,3% avg weekend uplift,0,64,Seasonal factor: No Summer relevance
April,2024,SKU0060,Black Channa 1kg,Grocery,Pulses,402,13.4,39798.0,-10.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Summer relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0094,Energy Drink 250ml,Beverages,Beverages,247,8.2,34333.0,17.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
April,2024,SKU0097,Green Tea 100g,Beverages,Tea,136,4.5,22984.0,13.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,4% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
April,2024,SKU0062,Fresh Milk 1L,Dairy,Milk,1146,38.2,58446.0,-4.5,Regular consumer demand,Normal Trading,Stockout for 2 days - lost 64 units,Stable,None,No Summer relevance,None,7% avg weekend uplift,2,64,Seasonal factor: No Summer relevance; Inventory issue: Stockout for 2 days - lost 64 units
April,2024,SKU0138,Tomato 1kg,Fruits & Vegetables,Vegetables,1217,40.6,51114.0,12.7,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0139,Onion 1kg,Fruits & Vegetables,Vegetables,1009,33.6,32288.0,-1.1,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0294,Men's Kurta Set XL,Lifestyle,Clothing,493,16.4,1034807.0,26.4,Tamil New Year demand surge - Festival,Festival - Tamil New Year,Adequate inventory maintained,Moderate Increase,Tamil New Year,No Summer relevance,None,7% avg weekend uplift,0,0,Festival demand: Tamil New Year; Seasonal factor: No Summer relevance
April,2024,SKU0123,Muffins 2pcs,Bakery,Bakery,219,7.3,17301.0,-8.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,3% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
April,2024,SKU0178,Pooja Plate Set,Household,Religious,436,14.5,117284.0,21.1,"Tamil New Year demand surge - Festival, Pooja, Religious",Festival - Tamil New Year,Adequate inventory maintained,Moderate Increase,Tamil New Year,No Summer relevance,None,3% avg weekend uplift,0,0,Festival demand: Tamil New Year; Seasonal factor: No Summer relevance
April,2024,SKU0206,Gift Wrap Paper 5 sheets,Stationery,Gift Wrap,360,12.0,22320.0,9.1,"Tamil New Year demand surge - Festival, Gift",Festival - Tamil New Year,Adequate inventory maintained,Stable,Tamil New Year,No Summer relevance,None,3% avg weekend uplift,0,0,Festival demand: Tamil New Year; Seasonal factor: No Summer relevance
April,2024,SKU0021,Sugar 1kg,Grocery,Sweeteners,594,19.8,24948.0,16.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0132,Frozen Nuggets 500g,Frozen Foods,Frozen Foods,262,8.7,59998.0,9.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
April,2024,SKU0268,Lip Balm 10g,Personal Care,Lip Care,573,19.1,45267.0,0.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,6% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0086,Health Drink 1kg,Beverages,Health Drinks,831,27.7,273399.0,10.8,Regular consumer demand,Normal Trading,Low stock impact - 82 units missed opportunity,Stable,None,No Summer relevance,None,12% avg weekend uplift,0,82,Seasonal factor: No Summer relevance
April,2024,SKU0130,Frozen Parotta 400g,Frozen Foods,Frozen Foods,624,20.8,38688.0,9.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,15% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0081,Tea Powder 1kg,Beverages,Tea,622,20.7,167318.0,-1.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0084,Instant Coffee 200g,Beverages,Coffee,506,16.9,85514.0,-0.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,12% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0246,Frozen Chapati 20pcs,Frozen Foods,Frozen Foods,806,26.9,112034.0,7.5,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,15% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0291,Christmas Chocolates 24pcs,Snacks,Chocolates,359,12.0,502241.0,19.7,Regular consumer demand,Normal Trading,Low stock impact - 32 units missed opportunity,Stable,None,No Summer relevance,None,18% avg weekend uplift,0,32,Seasonal factor: No Summer relevance
April,2024,SKU0026,Coriander Powder 200g,Grocery,Spices,569,19.0,29588.0,-0.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0036,Vermicelli 500g,Grocery,Pasta,280,9.3,20160.0,16.7,Ramadan demand surge - Vermicelli,Festival - Ramadan,Adequate inventory maintained,Stable,Ramadan,No Summer relevance,None,5% avg weekend uplift,0,0,Festival demand: Ramadan; Seasonal factor: No Summer relevance
April,2024,SKU0077,Lassi 200ml,Dairy,Beverages,824,27.5,26368.0,-8.4,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,7% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0150,Sugarcane Per Stick,Fruits & Vegetables,Fruits,442,14.7,10166.0,-1.8,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,9% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0210,Earphones Wired,Electronics,Electronics,79,2.6,33101.0,-12.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Moderate Decline,None,No Summer relevance,None,2% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
April,2024,SKU0119,Bread Loaf 400g,Bakery,Bakery,843,28.1,35406.0,-12.2,Regular consumer demand,Normal Trading,Low stock impact - 63 units missed opportunity,Moderate Decline,None,No Summer relevance,None,10% avg weekend uplift,0,63,Seasonal factor: No Summer relevance
April,2024,SKU0161,Diya Lamps 10pcs,Household,Religious,574,19.1,79786.0,12.5,Tamil New Year demand surge - Religious,Festival - Tamil New Year,Adequate inventory maintained,Stable,Tamil New Year,No Summer relevance,None,3% avg weekend uplift,0,0,Festival demand: Tamil New Year; Seasonal factor: No Summer relevance
April,2024,SKU0261,Cheese Balls 150g,Snacks,Snacks,251,8.4,29869.0,4.6,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
April,2024,SKU0193,Shaving Razor 2pcs,Personal Care,Grooming,861,28.7,145509.0,14.8,Regular consumer demand,Normal Trading,Low stock impact - 33 units missed opportunity,Stable,None,No Summer relevance,None,6% avg weekend uplift,0,33,Seasonal factor: No Summer relevance
April,2024,SKU0011,Urad Dal 1kg,Grocery,Pulses,581,19.4,109809.0,1.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0052,Quinoa 500g,Grocery,Grains,230,7.7,61870.0,-4.2,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,1% avg weekend uplift,0,0,Seasonal factor: No Summer relevance; Niche product - irregular demand pattern
April,2024,SKU0020,Jaggery 1kg,Grocery,Sweeteners,706,23.5,55774.0,-1.9,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
April,2024,SKU0149,Coconut Per Piece,Fruits & Vegetables,Fruits,388,12.9,12416.0,7.8,Regular consumer demand,Normal Trading,Stockout for 4 days - lost 41 units,Stable,None,No Summer relevance,None,9% avg weekend uplift,4,41,Seasonal factor: No Summer relevance; Inventory issue: Stockout for 4 days - lost 41 units
April,2024,SKU0253,Dry Fruit Mix 1kg,Grocery,Nuts,613,20.4,489787.0,36.2,Ramadan demand surge - Dry Fruit,Festival - Ramadan,Adequate inventory maintained,Moderate Increase,Ramadan,No Summer relevance,None,5% avg weekend uplift,0,0,Festival demand: Ramadan; Seasonal factor: No Summer relevance
April,2024,SKU0031,Cashew Nuts 500g,Grocery,Nuts,680,22.7,271320.0,13.3,Regular consumer demand,Normal Trading,Adequate inventory maintained,Stable,None,No Summer relevance,None,5% avg weekend uplift,0,0,Seasonal factor: No Summer relevance
